dataset,molecule_no,field,issue_type,severity,observed_value,expected_rule
94_features,514,PEOE-Charge-NegativeDisCoef-PairMean,统计极端值,WARNING,-0.003707298,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,516,Conju-Branch-Ratio,统计极端值,WARNING,1.444444444,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,521,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,1209023.372,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,552,Conju-Branch-Ratio,统计极端值,WARNING,1.416666667,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,568,Conju-Branch-Ratio,统计极端值,WARNING,1.625,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,569,Conju-Branch-Ratio,统计极端值,WARNING,1.5,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,571,Conju-Branch-Ratio,统计极端值,WARNING,1.352941176,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,581,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,117681.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,581,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,3636.512185,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,581,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,1496913.787,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,581,EState-Indice-PositiveDisCoef,统计极端值,WARNING,452955.3935,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,584,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,586,ALL_FEATURES,整行数据与其他样本完全重复,WARNING,duplicate row,可能是相同实验记录，也可能是重复样本；需结合原始分子ID核查
94_features,615,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,1817.755191,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,617,EState-Indice-Weighted-Ave,统计极端值,WARNING,0.194156055,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,619,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,182679.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,619,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,4097.456064,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,619,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,2099090.096,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,619,EState-Indice-PositiveDisCoef,统计极端值,WARNING,784750.259,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,619,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,248.1747344,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,627,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,182388.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,627,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,5952.268601,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,627,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,2283485.183,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,627,EState-Indice-PositiveDisCoef,统计极端值,WARNING,741668.2883,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,627,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,340.8308897,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,630,ALL_FEATURES,整行数据与其他样本完全重复,WARNING,duplicate row,可能是相同实验记录，也可能是重复样本；需结合原始分子ID核查
94_features,642,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,643,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,224748.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,643,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,7212.79164,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,643,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,2765362.98,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,643,EState-Indice-PositiveDisCoef,统计极端值,WARNING,839519.2753,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,643,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,643,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,482.6960772,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,658,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,186438.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,658,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,5977.650577,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,658,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,2297717.36,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,658,EState-Indice-PositiveDisCoef,统计极端值,WARNING,695379.7579,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,658,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,403.3163758,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Apperant-Elec-Count-NegativeDisCoef,统计极端值,WARNING,2597.445625,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,1563372.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Atomic-LogP-GradSum,统计极端值,WARNING,410.5608542,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Atomic-LogP-LaplaceSum,统计极端值,WARNING,124.8333462,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Atomic-LogP-NegativeDisCoef,统计极端值,WARNING,78.39142929,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,50494.15671,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Atomic-MR-NegativeDisCoef,统计极端值,WARNING,32546.06916,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,19352118.67,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,EState-Indice-NegativeDisCoef,统计极端值,WARNING,9402.355913,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,EState-Indice-PositiveDisCoef,统计极端值,WARNING,5809357.09,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,PEOE-Charge-NegativeDisCoef,统计极端值,WARNING,4.569429017,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,659,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,3314.986241,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,665,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,2074.014762,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,669,Conju-Branch-Ratio,统计极端值,WARNING,2.090909091,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,673,Atomic-LogP-Min,统计极端值,WARNING,-1.6043,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,714,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,306.020546,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,721,Atomic-LogP-NegativeDisCoef,统计极端值,WARNING,63.41681711,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,721,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,3366.994398,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,722,Atomic-LogP-NegativeDisCoef,统计极端值,WARNING,67.0473454,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,722,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,3528.953483,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,723,Atomic-LogP-NegativeDisCoef,统计极端值,WARNING,66.8360777,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,723,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,3480.607058,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,734,Conju-Branch-Ratio,统计极端值,WARNING,1.5,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,735,Conju-Branch-Ratio,统计极端值,WARNING,1.916666667,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,736,Conju-Branch-Ratio,统计极端值,WARNING,1.352941176,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,738,Atomic-LogP-Min,统计极端值,WARNING,-1.3701,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,739,Atomic-LogP-Min,统计极端值,WARNING,-1.3701,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,740,Atomic-LogP-Min,统计极端值,WARNING,-1.3701,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,741,Atomic-LogP-Min,统计极端值,WARNING,-1.3701,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,742,Atomic-LogP-Min,统计极端值,WARNING,-1.3701,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,743,Atomic-LogP-Min,统计极端值,WARNING,-1.3701,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Apperant-Elec-Count-NegativeDisCoef,统计极端值,WARNING,2480.296539,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,817984.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Atomic-LogP-GradSum,统计极端值,WARNING,436.8910792,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Atomic-LogP-LaplaceSum,统计极端值,WARNING,124.435413,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Atomic-LogP-NegativeDisCoef,统计极端值,WARNING,68.66092035,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,24842.78248,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Atomic-MR-GradSum,统计极端值,WARNING,1086.412556,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Atomic-MR-NegativeDisCoef,统计极端值,WARNING,30521.46927,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,9950928.095,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,Conju-Branch-Ratio,统计极端值,WARNING,1.375,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,EState-Indice-GradSum,统计极端值,WARNING,2596.946112,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,EState-Indice-NegativeDisCoef,统计极端值,WARNING,10820.16848,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,EState-Indice-PositiveDisCoef,统计极端值,WARNING,3603033.488,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,PEOE-Charge-GradSum,统计极端值,WARNING,197.5330917,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,803,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,1306.05708,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Apperant-Elec-Count-NegativeDisCoef,统计极端值,WARNING,2533.90576,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,897913.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Atomic-LogP-GradSum,统计极端值,WARNING,439.7135921,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Atomic-LogP-LaplaceSum,统计极端值,WARNING,125.3117,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Atomic-LogP-NegativeDisCoef,统计极端值,WARNING,70.62637377,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,27328.09491,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Atomic-MR-GradSum,统计极端值,WARNING,1099.938038,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Atomic-MR-NegativeDisCoef,统计极端值,WARNING,31217.31942,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,10935857.73,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,EState-Indice-GradSum,统计极端值,WARNING,2649.083645,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,EState-Indice-NegativeDisCoef,统计极端值,WARNING,11141.00179,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,EState-Indice-PositiveDisCoef,统计极端值,WARNING,3984078.971,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,PEOE-Charge-GradSum,统计极端值,WARNING,198.2145616,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,804,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,1417.448938,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,806,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,186752.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,806,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,5687.276318,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,806,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,2235969.086,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,806,EState-Indice-PositiveDisCoef,统计极端值,WARNING,849660.2213,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,806,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,310.4977425,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,807,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,161057.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,807,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,5050.257231,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,807,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,1938149.159,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,807,EState-Indice-PositiveDisCoef,统计极端值,WARNING,708205.7532,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,807,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,269.4550635,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Apperant-Elec-Count-NegativeDisCoef,统计极端值,WARNING,2637.719081,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,1169681.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Atomic-LogP-GradSum,统计极端值,WARNING,462.1319846,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Atomic-LogP-LaplaceSum,统计极端值,WARNING,136.7556918,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Atomic-LogP-NegativeDisCoef,统计极端值,WARNING,80.33016355,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,38104.7665,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Atomic-MR-NegativeDisCoef,统计极端值,WARNING,32347.15645,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,14230704.37,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,Conju-Branch-Ratio,统计极端值,WARNING,1.620689655,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,EState-Indice-GradSum,统计极端值,WARNING,2179.349308,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,EState-Indice-NegativeDisCoef,统计极端值,WARNING,11771.0736,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,EState-Indice-PositiveDisCoef,统计极端值,WARNING,5261256.097,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,PEOE-Charge-GradSum,统计极端值,WARNING,186.5408946,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,808,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,1949.512644,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,818,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,109284.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,818,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,3314.05347,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,818,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,1451184.361,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,818,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,220.393327,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,823,Conju-Wt-Ave.1,统计极端值,WARNING,21.71,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,824,Conju-Wt-Ave.1,统计极端值,WARNING,28.98425,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,825,Conju-Wt-Ave.1,统计极端值,WARNING,42.87145455,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,827,Conju-Wt-Ave.1,统计极端值,WARNING,21.71,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,828,Conju-Wt-Ave.1,统计极端值,WARNING,28.98425,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,829,Conju-Wt-Ave.1,统计极端值,WARNING,42.87145455,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,852,Atomic-LogP-Min,统计极端值,WARNING,-1.4881,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,853,Atomic-LogP-Min,统计极端值,WARNING,-1.4881,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,854,ALL_FEATURES,整行数据与其他样本完全重复,WARNING,duplicate row,可能是相同实验记录，也可能是重复样本；需结合原始分子ID核查
