model_row,Old_index_1,smiles,canonical_smiles,doi,compoundId,Solvent,selected_point_index,wavelength,TPACS,values_ln,elements
30,32,CN(C)c1cccc2c(/C=C3\CC/C(=C\c4ccc(N(C)C)c5c(N(C)C)cccc45)C3=O)ccc(N(C)C)c12,CAN:CN(C)c1cccc2c(/C=C3\CC/C(=C\c4ccc(N(C)C)c5c(N(C)C)cccc45)C3=O)ccc(N(C)C)c12,10.1039/c5tc03334a,16,DCM,0,725.0,600.0,6.396929655,"C,H,N,O"
31,34,CCN(CC)c1ccc(/C=C/c2cccs2)cc1,CAN:CCN(CC)c1ccc(/C=C/c2cccs2)cc1,10.1039/c5tc00716j,X1,DMF,0,730.0,3851.0,8.256088134,"C,H,N,S"
32,35,C(=C/c1cccs1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:C(=C\c1cccs1)/c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1039/c5tc00716j,X2,DMF,3,800.0,230.0,5.438079309,"C,H,N,S"
33,36,CCOc1ccc(N(c2ccc(/C=C/c3cccs3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/c3cccs3)cc2)c2ccc(OCC)cc2)cc1,10.1039/c5tc00716j,X3,DMF,2,800.0,2900.0,7.972466016,"C,H,N,O,S"
34,37,CCN(CC)c1ccc(/C=C/C(=O)c2cccs2)cc1,CAN:CCN(CC)c1ccc(/C=C/C(=O)c2cccs2)cc1,10.1039/c5tc00716j,XT1,DMF,4,875.0,8300.0,9.024010794,"C,H,N,O,S"
35,38,O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1cccs1,CAN:O=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1cccs1,10.1039/c5tc00716j,XT2,DMF,3,825.0,8700.0,9.071078305,"C,H,N,O,S"
36,39,CCOc1ccc(N(c2ccc(/C=C/C(=O)c3cccs3)cc2)c2ccc(OCC)cc2)cc1,CAN:CCOc1ccc(N(c2ccc(/C=C/C(=O)c3cccs3)cc2)c2ccc(OCC)cc2)cc1,10.1039/c5tc00716j,XT3,DMF,0,850.0,2785.0,7.932003152,"C,H,N,O,S"
37,40,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(OC)c3)nc(-c3nc(/C=C/c4ccc(OC)c(OC)c4)cc(/C=C/c4ccc(OC)c(OC)c4)n3)n2)cc1OC,CAN:COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)c(OC)c3)nc(-c3nc(/C=C/c4ccc(OC)c(OC)c4)cc(/C=C/c4ccc(OC)c(OC)c4)n3)n2)cc1OC,10.1021/jp511486y,34-C1,DCM,0,705.0,325.0,5.783825182,"C,H,N,O"
38,41,CCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCC,CAN:CCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCC,10.1021/jp511486y,34-C12,DCM,1,720.0,380.0,5.940171253,"C,H,N,O"
39,42,CCCCCCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCCCCCC,CAN:CCCCCCCCCCCCCCCCOc1ccc(/C=C/c2cc(/C=C/c3ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4ccc(OCCCCCCCCCCCCCCCC)c(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc1OCCCCCCCCCCCCCCCC,10.1021/jp511486y,34-C16,DCM,0,705.0,372.0,5.918893854,"C,H,N,O"
40,43,CCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCC)c1,CAN:CCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCC)cc(OCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCC)c1,10.1021/jp511486y,35-C12,DCM,0,690.0,120.0,4.787491743,"C,H,N,O"
41,44,CCCCCCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCCCCCC)c1,CAN:CCCCCCCCCCCCCCCCOc1cc(/C=C/c2cc(/C=C/c3cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c3)nc(-c3nc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)cc(/C=C/c4cc(OCCCCCCCCCCCCCCCC)cc(OCCCCCCCCCCCCCCCC)c4)n3)n2)cc(OCCCCCCCCCCCCCCCC)c1,10.1021/jp511486y,35-C16,DCM,0,680.0,110.0,4.700480366,"C,H,N,O"
42,45,N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:N#CC(C#N)=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1039/c4ra06314g,T1,TCM,0,800.0,1420.0,7.258412151,"C,H,N"
43,46,N#CC(C#N)=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,CAN:N#CC(C#N)=C(c1ccc(-n2c3ccccc3c3ccccc32)cc1)c1ccc(-n2c3ccccc3c3ccccc32)cc1,10.1039/c4ra06314g,T2,TCM,0,800.0,802.0,6.687108608,"C,H,N"
44,47,CCCCOc1c(/C=C/c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)sc(/C=C/c2sc(/C=C/c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)c(OCCCC)c2OCCCC)c1OCCCC,CAN:CCCCOc1c(/C=C/c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)sc(/C=C/c2sc(/C=C/c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)c(OCCCC)c2OCCCC)c1OCCCC,10.1117/12.2037003,SJZ-3-16,THF,0,650.0,3900.0,8.268731832,"C,H,N,O,S"
45,48,CN(C)c1ccc(-c2ccc(C(c3ccc(-c4ccc(N(C)C)cc4)s3)=c3ccc(=C4C=CC(=[N+](C)C)C=C4)s3)s2)cc1,CAN:CN(C)c1ccc(-c2ccc(C(c3ccc(-c4ccc(N(C)C)cc4)s3)=c3ccc(=C4C=CC(=[N+](C)C)C=C4)s3)s2)cc1,10.1117/12.2037003,AJTC-02,DCM,0,1100.0,20550.0,9.93061622,"C,H,N,S"
46,49,CCn1c2ccccc2c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)cc3)ccc21,CAN:CCn1c2ccccc2c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)cc3)ccc21,10.1016/j.saa.2013.09.051,1,DMF,0,820.0,4660.0,8.446770727,"C,H,N"
47,50,CCn1c2ccccc2c2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)c5ccccc5n6CC)cc4)cc3)ccc21,CAN:CCn1c2ccccc2c2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)c5ccccc5n6CC)cc4)cc3)ccc21,10.1016/j.saa.2013.09.051,2,DMF,0,900.0,6520.0,8.782629655,"C,H,N"
48,51,CCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)Sc4ccccc4N5CC)cc3)ccc21,CAN:CCN1c2ccccc2Sc2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)Sc4ccccc4N5CC)cc3)ccc21,10.1016/j.saa.2013.09.051,3,DMF,0,1050.0,8700.0,9.071078305,"C,H,N,S"
49,52,CCN1c2ccccc2Sc2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CC)cc4)cc3)ccc21,CAN:CCN1c2ccccc2Sc2cc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CC)cc4)cc3)ccc21,10.1016/j.saa.2013.09.051,4,DMF,0,1100.0,10870.0,9.29376198,"C,H,N,S"
50,53,Cc1cc(C#N)c(/C=C/c2ccc(N(C)C)cc2)cc1C#N,CAN:Cc1cc(C#N)c(/C=C/c2ccc(N(C)C)cc2)cc1C#N,10.1016/j.snb.2013.03.044,P1,cyclohexane,2,790.0,5560.0,8.623353387,"C,H,N"
51,54,Cc1cc(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,CAN:Cc1cc(C#N)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,10.1016/j.snb.2013.03.044,P2,cyclohexane,0,810.0,6670.0,8.805375139,"C,H,N"
52,55,CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CAN:CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,10.1016/j.tet.2012.04.073,1,THF,0,790.0,185.0,5.220355825,"C,H,N,O"
53,56,CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)cc21,CAN:CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccccc5)c5ccccc5)ccc3-4)cc21,10.1016/j.tet.2012.04.073,2,THF,3,830.0,600.0,6.396929655,"C,H,N,O"
54,57,CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)cc21,CAN:CCCCCCC1(CCCCCC)c2cc(-c3nnc(-c4ccc(C(C)(C)C)cc4)o3)ccc2-c2ccc(N(c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)c3ccc4c(c3)C(CCCCCC)(CCCCCC)c3cc(N(c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)c5ccc6c(c5)C(CCCCCC)(CCCCCC)c5cc(N(c7ccccc7)c7ccccc7)ccc5-6)ccc3-4)cc21,10.1016/j.tet.2012.04.073,3,THF,3,830.0,1200.0,7.090076836,"C,H,N,O"
55,60,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc1-2,10.1021/jp200129h,L1,Toluene,4,750.0,84.0,4.430816799,"C,H,N"
56,61,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(N)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(N)cc3)ccc1-2,10.1021/jp200129h,L2,Toluene,3,730.0,48.0,3.871201011,"C,H,N"
57,62,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(OC)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(OC)cc3)ccc1-2,10.1021/jp200129h,L3,Toluene,0,600.0,17.0,2.833213344,"C,H,O"
58,63,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C(C)(C)C)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C(C)(C)C)cc3)ccc1-2,10.1021/jp200129h,L4,Toluene,0,620.0,21.0,3.044522438,"C,H"
59,64,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C)cc3)ccc1-2,10.1021/jp200129h,L5,Toluene,0,600.0,16.0,2.772588722,"C,H"
60,65,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccccc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccccc3)ccc1-2,10.1021/jp200129h,L6,Toluene,0,600.0,30.0,3.401197382,"C,H"
61,66,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(F)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(F)cc3)ccc1-2,10.1021/jp200129h,R1,Toluene,0,600.0,15.0,2.708050201,"C,F,H"
62,67,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C(F)(F)F)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C(F)(F)F)cc3)ccc1-2,10.1021/jp200129h,R2,Toluene,0,600.0,7.0,1.945910149,"C,F,H"
63,68,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C#N)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(C#N)cc3)ccc1-2,10.1021/jp200129h,R3,Toluene,3,730.0,24.0,3.17805383,"C,H,N"
64,69,C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(-c4nc(C)c(C)s4)cc3)ccc1-2,CAN:C#Cc1ccc2c(c1)C(CC)(CC)c1cc(C#Cc3ccc(-c4nc(C)c(C)s4)cc3)ccc1-2,10.1021/jp200129h,R4,Toluene,0,600.0,64.0,4.158883083,"C,H,N,S"
65,70,COc1ccc(/C=C/c2cc(C#N)c(C)cc2C#N)cc1,CAN:COc1ccc(/C=C/c2cc(C#N)c(C)cc2C#N)cc1,10.1016/j.molstruc.2011.08.016,DSO,DCM,0,620.0,1660.0,7.414572881,"C,H,N,O"
66,71,COc1cc(/C=C/c2cc(C#N)c(C)cc2C#N)cc(OC)c1OC,CAN:COc1cc(/C=C/c2cc(C#N)c(C)cc2C#N)cc(OC)c1OC,10.1016/j.molstruc.2011.08.016,DTO,DCM,0,700.0,2100.0,7.649692624,"C,H,N,O"
67,72,Cc1cc(C#N)c(/C=C/c2ccc(C#N)cc2)cc1C#N,CAN:Cc1cc(C#N)c(/C=C/c2ccc(C#N)cc2)cc1C#N,10.1016/j.molstruc.2011.08.016,DCY,DCM,2,630.0,1480.0,7.299797367,"C,H,N"
68,73,CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3cc(C#N)c(C)cc3C#N)ccc21,CAN:CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3cc(C#N)c(C)cc3C#N)ccc21,10.1016/j.molstruc.2011.08.016,DPH,DCM,1,780.0,2800.0,7.937374696,"C,H,N,S"
69,74,Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(C#Cc3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CAN:Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(C#Cc3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,10.1021/jp0551770,7,DCM,0,800.0,1000.0,6.907755279,"C,Cl,H,N"
70,75,Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CAN:Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(/C=C/c3ccc(N(c4ccccc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,10.1021/jp0551770,5,DCM,0,850.0,800.0,6.684611728,"C,Cl,H,N"
71,76,Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CAN:Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,10.1021/jp0551770,2,DCM,2,815.0,90.0,4.49980967,"C,Cl,H,N"
72,77,Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(/C=C/c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CAN:Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(/C=C/c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,10.1021/jp0551770,4,DCM,2,1000.0,520.0,6.253828812,"C,Cl,H,N"
73,78,Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(C#Cc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CAN:Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(C#Cc3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,10.1021/jp0551770,6,DCM,4,1000.0,930.0,6.835184586,"C,Cl,H,N"
74,79,Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(-c3ccccc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CAN:Clc1cccc(Cl)c1-c1c2nc(cc3ccc([nH]3)c(-c3ccccc3)c3nc(cc4ccc1[nH]4)C=C3)C=C2,10.1021/jp0551770,1,DCM,0,770.0,10.0,2.302585093,"C,Cl,H,N"
75,80,C(=C/c1nc2ccccc2s1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CAN:C(=C\c1nc2ccccc2s1)/c1ccc(N(c2ccccc2)c2ccccc2)cc1,10.1021/jo702002y,27c,DCM,0,740.0,16.0,2.772588722,"C,H,N,S"
76,81,C(=C/c1nc2ccccc2s1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,CAN:C(=C\c1nc2ccccc2s1)/c1ccc(N(c2ccccc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,10.1021/jo702002y,28c,H2O/KOH pH=11,1,760.0,180.0,5.192956851,"C,H,N,S"
77,82,C(=C/c1nc2ccccc2s1)\c1ccc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,CAN:C(=C\c1nc2ccccc2s1)/c1ccc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)cc1,10.1021/jo702002y,29c,H2O/KOH pH=11,0,740.0,340.0,5.828945618,"C,H,N,S"
78,83,COc1cc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)ccc1/C=C/c1nc2ccccc2s1,CAN:COc1cc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)ccc1/C=C/c1nc2ccccc2s1,10.1021/jo702002y,24,DCM,0,740.0,341.0,5.831882477,"C,H,N,O,S"
79,84,CCC(=O)CCCOc1cc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)ccc1/C=C/c1nc2ccccc2s1,CAN:CCC(=O)CCCOc1cc(N(c2ccc(/C=C/c3nc4ccccc4s3)cc2)c2ccc(/C=C/c3nc4ccccc4s3)cc2)ccc1/C=C/c1nc2ccccc2s1,10.1021/jo702002y,37,H2O/KOH pH=11,0,740.0,420.0,6.040254711,"C,H,N,O,S"
80,85,N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)cc2)cc1,CAN:N#CC(C#N)=Cc1ccc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)cc2)cc1,10.1021/jo702002y,28a,H2O/KOH pH=11,2,775.0,195.0,5.272999559,"C,H,N"
81,86,COC(=O)c1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,CAN:COC(=O)c1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,10.1021/jo702002y,25,DCM,0,780.0,136.0,4.912654886,"C,H,N,O"
82,87,N#CC(C#N)=Cc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,CAN:N#CC(C#N)=Cc1ccc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)cc1,10.1021/jo702002y,29a,H2O/KOH pH=11,0,745.0,210.0,5.347107531,"C,H,N"
83,88,COc1cc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)ccc1C=C(C#N)C#N,CAN:COc1cc(N(c2ccc(C=C(C#N)C#N)cc2)c2ccc(C=C(C#N)C#N)cc2)ccc1C=C(C#N)C#N,10.1021/jo702002y,21,H2O/KOH pH=11,0,745.0,145.0,4.976733742,"C,H,N,O"
84,89,C(=C/c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccncc3)cc2)cc1)\c1ccncc1,CAN:C(=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccncc3)cc2)cc1)/c1ccncc1,10.1021/jo702002y,28b,H2O/KOH pH=11,0,745.0,100.0,4.605170186,"C,H,N"
85,90,COC(=O)c1ccc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)cc1,CAN:COC(=O)c1ccc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)cc1,10.1021/jo702002y,26,DCM,0,820.0,34.0,3.526360525,"C,H,N,O"
86,91,C(=C/c1ccc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)cc1)\c1ccncc1,CAN:C(=C\c1ccc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)cc1)/c1ccncc1,10.1021/jo702002y,29b,H2O/KOH pH=11,4,820.0,105.0,4.65396035,"C,H,N"
87,92,Oc1cc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)ccc1/C=C/c1ccncc1,CAN:Oc1cc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)ccc1/C=C/c1ccncc1,10.1021/jo702002y,23,DCM,0,820.0,73.0,4.290459441,"C,H,N,O"
88,93,COC(=O)c1cc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)ccc1/C=C/c1ccncc1,CAN:COC(=O)c1cc(N(c2ccc(/C=C/c3ccncc3)cc2)c2ccc(/C=C/c3ccncc3)cc2)ccc1/C=C/c1ccncc1,10.1021/jo702002y,22,H2O/KOH pH=11,4,820.0,98.0,4.584967479,"C,H,N,O"
89,95,CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#N)cc3)c3ccccc23)cc1,CAN:CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#N)cc3)c3ccccc23)cc1,10.1021/cm035032a,1,Toluene,0,780.0,210.0,5.347107531,"C,H,N"
90,96,CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#Cc4ccc(C#N)cc4)cc3)c3ccccc23)cc1,CAN:CCCCCCCCCCN(CCCCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(C#Cc4ccc(C#N)cc4)cc3)c3ccccc23)cc1,10.1021/cm035032a,2,Toluene,0,780.0,370.0,5.913503006,"C,H,N"
